Id,index,Latitude_and_Longitude
1119,高雄市岡山區岡山路412號4樓,"('22.79526', '120.2959')"
111A,嘉義縣民雄鄉建國路三段八十三號三樓,"('23.521418', '120.439797')"
111B,台北市南京西路七十六號二樓,"('25.052966', '121.518354')"
111C,高雄市六合二路1號2樓,"('22.632746', '120.301672')"
111E,桃園市中華路99號3樓,"('24.99012', '121.30933')"
111F,高雄市復興一路九十號三樓,"('22.628228', '120.307803')"
111G,新北市板橋區中山路2段62號2樓之2,"('25.015709', '121.473968')"
1160,台北市南京東路2段111號3樓及5、6、7、8、12、13樓部分,"('25.05225', '121.533358')"
1161,台北市中正區重慶南路1段10號11樓部分,"('25.046607', '121.513111')"
1162,台南市東區東門路1段358號2樓之1部分,"('22.986548', '120.218279')"
1163,台中市台灣大道二段573號4樓部分,"('24.157501', '120.658023')"
1164,台北市內湖區民權東路6段114號3樓,"('25.06886', '121.586984')"
1165,新北市板橋區府中路29號4樓,"('25.008613', '121.458841')"
1166,新北市中和區中和路356號3樓及358之1號3樓,"('25.001521', '121.510184')"
1167,嘉義市興業西路342號之一2樓,"('23.467891', '120.437834')"
1168,高雄市七賢二路267號2樓,"('22.63154', '120.291688')"
1169,台北市士林區文林路338號2樓,"('25.092767', '121.525804')"
116A,台北市木柵路3段96號4樓之1,"('24.98857', '121.567189')"
116B,桃園市中壢區復興路46號4樓,"('24.957677', '121.225147')"
116C,桃園市八德區介壽路1段919號地下1樓,"('24.959964', '121.299709')"
116E,新北市三重區重新路2段21號4樓,"('25.062449', '121.498072')"
116F,彰化縣員林鎮中山路1段753號4、5樓,"('23.95892167', '120.57429326')"
116G,台北市羅斯福路6段403號3樓,"('24.991831', '121.540643')"
116H,新竹市東門街60號3及4及6樓,"('24.804306', '120.972705')"
116I,台北市南京東路2段38號3樓、7樓部分,"('25.051903', '121.529399')"
116J,新北市板橋區三民路1段210號4樓,"('25.019378', '121.479061')"
116K,花蓮市中山路207號2、3樓,"('23.97740762', '121.60886779')"
116L,台中市大墩路709號1、2樓、地下1樓,"('24.1530369', '120.6474343')"
116M,屏東市中正路125號3樓之1及3樓之2,"('22.675266', '120.489571')"
116N,台南縣永康市小東路451號1樓及中華路1之1號2樓,"('23.02618705', '120.25704901')"
116P,台北市基隆路2段109號2樓,"('25.028846', '121.557306')"
116Q,彰化縣二林鎮中山路116號4、5樓,"('23.8999522', '120.3674833')"
116S,新北市新莊區中正路383號2樓及3樓,"('25.034637', '121.445981')"
116U,桃園市中正路1223號2樓,"('25.020217', '121.296323')"
116V,雲林縣斗六市中山路72號2樓,"('23.70866786', '120.54106595')"
116W,高雄市鳳山區光遠路163號2樓,"('22.625213', '120.362358')"
116X,宜蘭縣宜蘭市中山路3段217號2樓,"('24.761032', '121.753333')"
116Z,台北縣中和市中和路35號4樓、29號4樓、31號4樓、33號4樓,"('25.001621', '121.500102')"
116b,新竹市建中路37號1樓,"('24.801218', '120.994762')"
116c,台中市豐原區三民路95號4、5樓,"('24.25337', '120.719767')"
116d,新北市三峽區文化路59號4樓之1,"('24.935931', '121.372253')"
116e,新竹縣竹北市縣政二路273、275號1樓,"('24.83387', '121.019209')"
116f,台北市復興北路57號2樓之2,"('25.050489', '121.544181')"
116g,桃園市龍潭區大昌路一段86號1樓,"('24.870698', '121.216074')"
116i,新北市樹林區中山路1段100、102號4樓,"('24.991178', '121.423086')"
116j,苗栗縣頭份鎮中華路926號2、4樓,"('24.68636369', '120.91302342')"
116k,高雄市鼓山區華榮路391號1、2樓,"('22.668116', '120.295072')"
116m,彰化縣和美鎮彰美路5段300號3樓及4樓部分,"('24.110628', '120.499921')"
116r,新北市板橋區文化路2段182巷1弄2號3樓,"('25.027416', '121.471255')"
116s,新北市土城區中央路2段209號2樓,"('24.974325', '121.441609')"
116x,台北市南京東路2段111號2樓及3、5、6、7、8、12、13樓部分,"('25.05225', '121.533358')"
1230,台北市衡陽路68號3樓,"('25.042209', '121.511651')"
1232,高雄市忠孝一路456號3樓,"('22.634534', '120.306533')"
1233,台中市南區復興路二段七十八號三樓,"('24.12203', '120.662034')"
1260,台北市信義路4段236號4樓部分、5樓部分及7樓部分,"('25.032978', '121.553081')"
1261,台北市松山區民生東路5段171之1號及171之2號,"('25.059584', '121.564726')"
1262,桃園市中正路1125號3樓,"('25.01761', '121.29755')"
126D,台南市中西區忠義路2段69號3樓及5樓之2,"('22.992309', '120.202775')"
126H,新北市中和區民樂路23號1樓及地下1樓,"('25.00134', '121.482906')"
126L,台中市文心路1段521號7樓之6,"('24.154156', '120.646317')"
126Q,高雄市中正二路175號4樓,"('22.630326', '120.313766')"
126U,臺北市中正區博愛路76號5樓,"('25.044711', '121.511369')"
126X,臺南市新化區中山路243號之1二樓及三樓,"('23.035918', '120.308442')"
1360,台北市復興南路1段2號5樓及5樓之1,"('25.047196', '121.543681')"
1380,臺北市敦化南路二段95號27樓,"('25.029257', '121.549306')"
1440,台北市敦化南路2段207號9樓部分、17樓部分,"('25.026038', '121.549202')"
1470,台北市敦化南路2段207號22樓,"('25.026038', '121.549202')"
1480,台北市敦化南路2段207號11樓,"('25.026038', '121.549202')"
1520,台北市民生東路3段109號5樓,"('25.058077', '121.545174')"
1530,台北市仁愛路4段296號13樓,"('25.037404', '121.553567')"
1560,台北市松智路1號17樓部分,"('25.038787', '121.566065')"
1570,台北市忠孝東路5段68號38樓部分,"('25.04068077', '121.56688392')"
1590,台北市信義區松智路１號14樓(部分)、15樓(部分),"('25.038787', '121.566065')"
1650,台北市松仁路7號5樓部分,"('25.038288', '121.56885')"
2180,台北市中正區重慶南路一段86號2樓,"('25.043125', '121.513069')"
2181,台北縣板橋市南雅南路二段一七０號一樓,"('24.995085', '121.45107')"
2184,新竹市光復路1段472號2樓,"('24.785234', '121.012867')"
2185,台南市林森路1段395號4樓,"('22.985499', '120.22163')"
2186,高雄市前鎮區中山二路260號3樓,"('22.613307', '120.305159')"
2187,台中市自由路2段131號2~3樓,"('24.141897', '120.683795')"
218A,新北市板橋區新站路16號14樓(部分),"('25.01301622', '121.46699686')"
2200,臺北市中山區南京東路三段225號4樓之1、11樓及11樓之1、之2、之4、12樓及12樓之1、之2,"('25.052065', '121.543654')"
2210,台北市大安區敦化南路2段97號32樓及地下1樓,"('25.028953', '121.549172')"
5050,台北市承德路1段17號17樓、17樓之1、之2、之3,"('25.050151', '121.51703')"
5058,台南市西門路三段159號3樓(部份),"('23.003724', '120.204026')"
5110,台北市南京東路3段287號3樓部份,"('25.051997', '121.546126')"
5112,台北市長安東路1段18號3樓部分,"('25.049232', '121.523631')"
5260,台北市民生東路2段174、176號3樓部份、4樓、174號12樓,"('25.057712', '121.535666')"
5261,新北市蘆洲區中山一路161號地下一樓,"('25.081495', '121.475476')"
5262,桃園市楊梅區新成路208號1樓,"('24.908009', '121.14714')"
5263,"新北市泰山區明志路1段205號5樓之1,之2","('25.0613958', '121.4305504')"
5264,高雄市中華四路159號4樓之1,"('22.618084', '120.299994')"
5265,苗栗縣苗栗市建民街60號4樓,"('24.5658908', '120.82396')"
5266,桃園市平鎮區環南路18號地下1層之1之3之4,"('24.956644', '121.206662')"
5267,基隆市義一路18號5樓,"('25.131994', '121.745184')"
5268,臺南市成功路518號3樓之1、之2,"('23.001406', '120.196586')"
5269,台中市崇德路2段130號地下1樓,"('24.171148', '120.685678')"
526A,新北市中和區景新街338號3樓,"('24.990765', '121.511921')"
526K,新北市三重區自強路一段73號3樓,"('25.06706', '121.497468')"
526L,新北市蘆洲區長榮路136號2樓,"('25.08462364', '121.46148068')"
5320,桃園市中壢區中和路92.94.96.98號,"('24.954845', '121.228327')"
5321,"桃園市龍潭區中正里龍華路130,132號1,2,3F(營業廳於130及132號1F","('24.8634868', '121.2137423')"
5322,桃園市中壢區中山路二二八巷十八號一至五樓，二十號一至四樓,"('24.957087', '121.22298')"
5323,"桃園市中壢區忠孝路159,161號1,2樓163號2樓(營業廳于159,161號1F","('24.9767608', '121.2526173')"
5380,台北市中山區長安東路一段22號2樓部分及4樓,"('25.0489307', '121.5226866')"
5381,彰化縣員林鎮大同路1段338號7樓,"('23.95892167', '120.57429326')"
5382,台中市西區向上路1段110號1樓,"('24.14697', '120.663694')"
5383,高雄市苓雅區中正一路120號2樓,"('22.628187', '120.332681')"
5384,台南市大同路1段98號2樓(部份),"('22.986071', '120.211061')"
5385,桃園市桃園區民族路55號3樓,"('24.990168', '121.309649')"
5386,彰化縣彰化市和平路48號3樓部份,"('24.0799108', '120.5405647')"
5387,澎湖縣馬公市光復路88號3樓,"('23.571228', '119.570334')"
5389,台北市中山區中山北路2段61號4樓部份,"('25.056124', '121.522981')"
538A,高雄市中正四路17號3樓,"('22.630868', '120.301117')"
538B,新竹市英明街3號3樓,"('24.806705', '120.967692')"
538C,台北市光復北路16號2樓,"('25.048865', '121.557639')"
538D,台北市忠孝東路2段88號3樓,"('25.043054', '121.529423')"
538E,台中市自由路1段144號7樓,"('24.137223', '120.679422')"
538F,台北市迪化街1段63號3樓部份,"('25.05581', '121.510098')"
538I,苗栗縣頭份鎮中正路67號2樓,"('24.68636369', '120.91302342')"
538M,嘉義市中山路307號3樓,"('23.479738', '120.450185')"
538N,台中市豐原區中山路423號3樓,"('24.250733', '120.71423')"
538P,高雄市路竹區中山路1187號2樓,"('22.854394', '120.26153')"
538W,新北市板橋區文化路1段329號2樓之1及2樓部分,"('25.020674', '121.466294')"
538Y,桃園市中壢區中央西路2段30號2樓,"('24.958252', '121.217556')"
538a,臺北市中山區長安東路一段22號2樓部分及4樓,"('25.048774', '121.524667')"
538j,台北市安和路一段27號6樓部份,"('25.039183', '121.550365')"
5460,台中市北屯區北興街43號1樓、2樓,"('24.163778', '120.688908')"
5600,台北市南海路20號2樓部分、3樓部分,"('25.032433', '121.517011')"
5602,台中市北屯區中清路二段578號一樓、二樓,"('24.182597', '120.666064')"
5603,台中市三民路3段265號之1 一、二樓及265號3樓之8,"('24.156326', '120.687556')"
5604,台中市南屯區大墩路754、756號1、2樓,"('24.153998', '120.649993')"
5660,苗栗縣苗栗市中正路426號4F,"('24.560325', '120.821991')"
5850,台北市東興路8號1樓、2樓部分、3樓部分、5樓部分,"('25.050111', '121.56494')"
5851,高雄市中正三路55號5樓,"('22.630603', '120.308499')"
5852,台北市敦化南路2段65號21樓,"('25.030796', '121.549111')"
5853,"桃園市中壢區中美路51號1,2,3樓及地下室","('24.9582508', '121.2241113')"
5854,台北市博愛路80號2樓、4樓之1、4樓,"('25.044579', '121.511374')"
5855,台南市中西區中山路88號3樓,"('22.99412', '120.20804')"
5856,台中市五權西路1段257號3樓,"('24.139845', '120.65605')"
5857,新竹市北大路307號2樓,"('24.80632', '120.962846')"
5858,嘉義市林森西路153號3、4樓部份,"('23.483761', '120.448025')"
5859,屏東縣屏東市濟南街10-1號,"('22.677037', '120.490943')"
585A,基隆市仁愛區仁三路11號2樓,"('25.127909', '121.744473')"
585B,新北市永和區福和路389號3樓,"('25.007713', '121.514088')"
585D,台中市西屯區文心路2段201號8樓之1、2、3、5、6、7、8,"('24.15961', '120.647311')"
585E,台南市新營區中山路113號4樓,"('23.304965', '120.318717')"
585F,彰化縣彰化市華山路37號6樓,"('24.0743658', '120.5422267')"
585H,桃園市桃園區成功路1段32號10樓,"('24.992543', '121.311151')"
585I,彰化縣員林鎮靜修路12號2樓,"('23.95892167', '120.57429326')"
585J,新北市三重區重新路4段12號4樓,"('25.05777', '121.488741')"
585M,台北市士林區承德路4段83號3樓、3樓之1、3樓之2,"('25.082812', '121.523617')"
585P,新北市板橋區府中路29之2號8樓,"('25.00825', '121.45843')"
585Q,高雄市苓雅區四維四路7號6樓,"('22.616124', '120.301354')"
585R,新北市汐止區中興路160號5樓、5樓之1、5樓之2,"('25.065281', '121.632418')"
585S,宜蘭縣宜蘭市民族路338號3樓部分,"('24.751041', '121.745459')"
585U,台北市南京東路3段248號2樓,"('25.05165', '121.544548')"
585W,金門縣金城鎮民權路160號1樓、2樓、3樓、4樓,"('24.43676791', '118.31782707')"
585Y,新北市土城區裕民路149號2樓、2樓之1,"('24.986118', '121.452036')"
585Z,台北市松江路127之1號5樓、6樓,"('25.053603', '121.533337')"
585b,臺北市內湖路1段575號3樓,"('25.081197', '121.572679')"
585c,台北市安和路1段29號2樓,"('25.039141', '121.550426')"
585g,桃園市中壢區中正路582號1樓、2樓,"('24.959096', '121.211685')"
585m,苗栗縣竹南鎮中正路217號2樓,"('24.683574', '120.873834')"
585s,台北市東興路8號3樓部份,"('25.050111', '121.56494')"
5860,高雄市新興區七賢二路38號,"('22.634895', '120.30061')"
5861,高雄市前鎮區瑞北路44號1樓,"('22.6093', '120.335153')"
5862,高雄市楠梓區楠都東街181號地下室,"('22.726169', '120.326474')"
5870,"花蓮縣花蓮市公園路26號4,5,6樓","('23.9768176', '121.6085574')"
5920,台北市復興南路1段209號1、2、3樓,"('25.039433', '121.543917')"
5921,高雄市九如二路548號2、3樓,"('22.641858', '120.296596')"
5922,新北市新店區中興路3段134號地下一樓,"('24.979771', '121.544857')"
5923,新北市三重區重新路2段21號3樓,"('25.062449', '121.498072')"
5925,台中市五權西路一段二三七號二樓,"('24.139891', '120.658046')"
5926,高雄市四維四路30號3樓,"('22.616413', '120.30044')"
5927,高雄市林園區沿海路3段2號2樓及5樓(部分),"('22.500321', '120.393101')"
5928,新北市新莊區新泰路368號1、2樓,"('25.043004', '121.444391')"
5929,台南市忠義路2段47號3.4.5(營業廳設於3F),"('22.991223', '120.20254')"
592A,高雄市博愛一路391號8樓及11樓(營業廳設於8F),"('22.651245', '120.303308')"
592B,新北市永和區民有街1號2樓,"('24.997288', '121.515898')"
592C,"屏東縣潮州鎮新生路8號1,2樓(營業廳設於1樓) 86.08.04.遷移","('22.5469699', '120.5356893')"
592D,高雄市三民區九如一路502號地下一層,"('22.639397', '120.327587')"
592E,台北市承德路一段十七號地下一樓,"('25.050151', '121.51703')"
592G,新竹市信義街68號7樓之1、7樓之2,"('24.802998', '120.970514')"
592H,台北市信義路2段101號2樓,"('25.034255', '121.527658')"
592I,嘉義市垂楊路316號3樓之1、2；4樓之1、2,"('23.474342', '120.451913')"
592L,桃園縣中壢市元化路226號3樓,"('24.961232', '121.2266')"
592M,彰化市彰美路1段186號6F,"('24.0888889', '120.5379052')"
592N,雲林縣虎尾鎮中正路15號三.四樓,"('23.709649', '120.437141')"
592P,高雄市岡山區岡山路339號3、4樓,"('22.796176', '120.295401')"
592Q,台北市忠孝東路4段212號3樓、3樓之1,"('25.041283', '121.552754')"
592S,基隆市愛四路60號4樓,"('25.129205', '121.744187')"
592U,宜蘭縣宜蘭市舊城北路23號,"('24.75911661', '121.7557037')"
592V,台北市民權西路十一號七樓,"('25.063017', '121.521848')"
592W,台北市承德路7段348號1樓、地下1樓,"('25.117684', '121.504034')"
592X,南投縣草屯鎮和興街92號92之1號1、2樓、94號3樓之1、之2、之3、之4,"('23.979129', '120.685121')"
592Y,南投縣埔里鎮南昌街231號2樓,"('23.966468', '120.964319')"
592Z,台南市安中路二段三００號八樓,"('23.047005', '120.185203')"
592a,台北市松德路16號地下1樓,"('25.039446', '121.577293')"
592b,新北市板橋區中山路一段141號5樓部分,"('25.011274', '121.463794')"
592c,台中縣烏日鄉三民街179號4樓,"('24.108168', '120.621674')"
592d,台北市長安東路1段23號2樓之1、之2、之5,"('25.049431', '121.523747')"
592e,台北市羅斯福路3段28號2樓、6樓、6樓之1,"('25.02307', '121.525154')"
592f,臺北市敦化南路二段99號19樓,"('25.028826', '121.549162')"
592g,台中市潭子區中山路2段281號3樓,"('24.21062', '120.705155')"
592i,台中市清水區中山路196號5樓,"('24.270835', '120.576513')"
592l,台中市台中路504號,"('24.123572', '120.683634')"
592m,台南市成功路四五七號三樓、四樓,"('23.001228', '120.196273')"
592n,台北市南京東路5段108號3樓,"('25.051268', '121.562096')"
592o,高雄市新興區七賢一路251號2樓,"('22.633854', '120.309499')"
592q,屏東市中正路一二三號二樓,"('22.674973', '120.489469')"
592r,台北市中山區南京東路2段123號2樓之1、2樓之2及地下1樓,"('25.052233', '121.533704')"
592u,台北市信義區信義路五段8號2樓,"('25.032867', '121.560584')"
592v,桃園縣桃園市成功路2段1號2樓,"('24.993339', '121.313779')"
592w,台南市佳里區和平街83號4樓、5樓,"('23.16235', '120.177891')"
592y,花蓮市民國路167號,"('23.98096466', '121.60855602')"
592z,台中市西屯區文心路2段645號2樓,"('24.162041', '120.648356')"
5960,南投縣草屯鎮草溪路1020號2、3樓,"('23.9768', '120.681899')"
5961,南投縣埔里鎮西安路一段299號B1.1F.2F.,"('23.972519', '120.969331')"
5962,南投縣南投市三和二路11號4、5樓,"('23.904264', '120.689918')"
6010,台北市復興北路99號3樓、6樓及6樓之1,"('25.052842', '121.544234')"
6012,台北市松山區復興北路99號4樓之3,"('25.052842', '121.544234')"
601d,台北市松山區復興北路99號4樓之5,"('25.052842', '121.544234')"
6110,台中市民族路45號1、2樓,"('24.137798', '120.681534')"
6114,彰化縣員林鎮中正路462號3樓,"('23.95892167', '120.57429326')"
6115,台北市中正區忠孝東路一段85號6樓(部分),"('25.044216', '121.526693')"
6116,高雄市左營區曾子路386號4樓部份,"('22.681811', '120.304722')"
611A,台中市豐原區中正路220號3-5樓,"('24.252032', '120.717431')"
6160,臺北市南港區經貿二路168號3樓,"('25.058816', '121.616525')"
6161,新北市三重區重陽路一段66號2樓,"('25.058498', '121.486514')"
6162,台北市中正區忠孝西路一段6號4樓,"('25.045826', '121.518127')"
6163,台南市永康區中華路425號2樓部分,"('23.01007', '120.232743')"
6164,台中市北屯區文心路四段八七五號三樓部分,"('24.171581', '120.693441')"
6165,新竹市民族路139號2樓,"('24.80878', '120.97842')"
6167,台北市中山區松江路220號3樓之1,"('25.05819', '121.532895')"
6168,嘉義市西區中山路386號6樓,"('23.479678', '120.446045')"
616A,桃園市中壢區中山路118號3樓,"('24.955629', '121.225632')"
616K,高雄市前金區中正四路168號6樓之1,"('22.629454', '120.295318')"
616X,台北市南港區經貿二路168號3樓,"('25.058816', '121.616525')"
6210,高雄市前金區中華三路11號5樓及地下一樓,"('22.623139', '120.298093')"
6380,彰化縣北斗鎮光復路166號3、4樓,"('23.8733328', '120.5242963')"
6381,彰化縣溪湖鎮文東街9號1樓,"('23.9621456', '120.4810277')"
6382,彰化縣田中鎮南北街80號3樓,"('23.8595603', '120.5865165')"
6383,彰化縣和美鎮彰美路五段二五六號三樓,"('24.1098336', '120.5005689')"
6385,彰化縣花壇鄉花壇村花壇街273號5樓,"('24.0260209', '120.5374423')"
6386,雲林縣虎尾鎮新興路116號1、2樓,"('23.711932', '120.434329')"
638A,嘉義縣朴子市山通路37號3.4樓,"('23.465509', '120.244779')"
638D,高雄市苓雅區三多二路93號3樓,"('22.620407', '120.324843')"
6450,桃園市桃園區縣府路82號1至7樓,"('24.993802', '121.302993')"
6451,桃園市蘆竹區光明路一段100號1、2樓,"('25.044581', '121.290242')"
6452,桃園市八德區介壽路一段655號1至4樓,"('24.966342', '121.300985')"
6460,新北市板橋區東門街30之2號2樓之1至85及9樓之1、2,"('25.008473', '121.457926')"
6461,新北市樹林區復興路11號、13號及15號1、2樓,"('24.994448', '121.422653')"
6462,新北市新店區安和路一段25之5號及25之6號,"('24.965247', '121.517045')"
6463,新竹市大同路130號3樓及新竹市中山路3號2至4樓,"('24.806169', '120.967653')"
6464,新北市新店區北新路2段108號3樓,"('24.97414934', '121.54307783')"
6465,桃園市桃園區經國路128號2樓,"('25.015785', '121.306298')"
6480,台北市中正區忠孝西路一段6號5樓部分,"('25.045826', '121.518127')"
6489,新竹縣竹北市光明五街210號4樓,"('24.828389', '121.011203')"
6620,桃園市桃園區三民路3段317號3樓部分、4樓,"('24.99211', '121.306313')"
6910,台北市新生南路一段五十號三樓(部分),"('25.036314', '121.532235')"
6912,臺中市臺灣大道一段728號6樓,"('24.147801', '120.674211')"
6913,台南市新營區新進路2段109號3樓,"('23.300368', '120.310234')"
6914,新北市三重區重陽路1段66號7樓,"('25.058498', '121.486514')"
6915,臺北市大安區信義路四段303號6樓,"('25.033341', '121.555368')"
6950,新北市淡水區中正路六十三號三、四、五樓,"('25.16949116', '121.44149707')"
7000,台北市忠孝東路2段95號3樓、4樓部分、6樓、7樓、8樓及11至13樓,"('25.043085', '121.530934')"
7001,嘉義市文化路259號3樓及4樓部分,"('23.483619', '120.448624')"
7003,台中市五權西路一段257號7樓部份,"('24.139845', '120.65605')"
7005,台中縣沙鹿鎮沙田路107號2樓,"('24.235091', '120.558696')"
7006,台南市忠義路2段14號4、5樓,"('22.991197', '120.202862')"
7007,新竹縣竹北市三民路18、20、22、24號1樓及18、24號2樓,"('24.83447', '121.0181')"
7008,新北市三重區正義北路195號3樓,"('25.068216', '121.496242')"
7009,台北市文山區景中街1號3樓,"('24.993284', '121.541138')"
700B,台北縣板橋市文化路1段268號2樓之1,"('25.020913', '121.467122')"
700C,雲林縣斗六市民生路156號8樓,"('23.711456', '120.541869')"
700D,雲林縣西螺鎮中山路127號3樓,"('23.799864', '120.461031')"
700E,雲林縣斗南鎮中正路131號3樓,"('23.676456', '120.47815')"
700F,雲林縣虎尾鎮公安路133號4樓,"('23.709395', '120.432824')"
700G,台南縣麻豆鎮興中路127號3樓,"('23.1837571', '120.2514098')"
700H,台北市金山南路2段33號2樓,"('25.032849', '121.527235')"
700I,高雄市中正四路235號2樓之1,"('22.628081', '120.292828')"
700J,台中市中區民權路216號6樓之1,"('24.143359', '120.674131')"
700K,台南市新營區中營里中山路116號,"('23.30544409', '120.318836')"
700L,台北市中山北路6段126號3樓部分,"('25.105763', '121.525012')"
700M,桃園縣桃園市成功路2段2號2樓,"('24.993091', '121.313868')"
700N,新北市板橋區三民路1段216號2樓,"('25.018991', '121.479063')"
700P,台北市南京東路3段65號3樓,"('25.052193', '121.538356')"
700R,高雄市小港區漢民路381號2樓,"('22.567037', '120.356664')"
700S,台北市民生西路286號3樓,"('25.056889', '121.512918')"
700U,桃園市桃園區桃鶯路343號3、4樓,"('24.981434', '121.319652')"
700V,新竹市中正路129號3樓,"('24.808108', '120.967275')"
700W,台北市重慶南路1段2號2樓〈部分〉,"('25.046881', '121.513106')"
700X,新北市永和區永和路2段121號3樓,"('25.012066', '121.514869')"
700Z,高雄市新光路36號1樓,"('22.611726', '120.302041')"
700a,台北市忠孝東路4段563號3樓、565號4樓,"('25.041454', '121.563976')"
700b,桃園市中壢區中山路142號8樓、146號8樓,"('24.956011', '121.224836')"
700c,台北市民生東路3段128號3樓之2,"('25.057532', '121.545978')"
700d,彰化縣彰化市和平路57號6樓,"('24.0802419', '120.5401959')"
700f,彰化縣鹿港鎮彰鹿路8段59號,"('24.0497535', '120.4378526')"
700g,台北市羅斯福路2段9號2樓(部分),"('25.028939', '121.521324')"
700h,高雄市大順二路41號2樓,"('22.640347', '120.327423')"
700i,台北市信義區忠孝東路5段510號3樓、3樓之1、3樓之2、3樓之12及3樓之13,"('25.04116', '121.578782')"
700j,台北市信義路3段182號3樓、4樓,"('25.033189', '121.542439')"
700k,彰化縣員林鎮中山路1段753號3樓,"('23.95892167', '120.57429326')"
700m,臺北市忠孝東路二段95號3樓,"('25.043085', '121.530934')"
700p,台北市復興北路99號8樓之1,"('25.052842', '121.544234')"
700q,台北市內湖區成功路4段166號5樓,"('25.083297', '121.593043')"
700r,台中市西屯區臺灣大道4段600號3樓,"('24.179342', '120.623806')"
700s,高雄縣岡山鎮中山北路28號3樓(部分),"('22.79729816', '120.29497021')"
700w,新北市新莊區思源路427號2樓,"('25.052992', '121.459574')"
7030,台南市西門路3段10號地下1樓、1、2、3、4、5、6、7樓,"('22.99997', '120.201708')"
7031,台北市信義路4段96號2樓,"('25.033075', '121.547814')"
7032,台南縣佳里鎮建南里九鄰光復路一四八號,"('23.1592112', '120.1750808')"
7033,台南市府前路1段141號2、3樓,"('22.988819', '120.207512')"
7034,台南市金華路二段一七二號地下一樓,"('22.979776', '120.191731')"
7035,台北市信義路二段二一三號二樓,"('25.033882', '121.530487')"
7036,高雄市光華一路148之83號1、2樓,"('22.625287', '120.315398')"
7038,台北市南京東路五段一八八號四樓,"('25.051192', '121.563737')"
703B,台南市東區中華東路3段242號1、2、3樓,"('22.976094', '120.22471')"
7070,台中縣豐原市水源路669號1F,"('24.25456', '120.727251')"
7080,桃園市平鎮區環南路184號1樓、2樓之1、2樓之2及186巷2號1樓,"('24.952815', '121.206495')"
7750,新北市永和區永和路2段116號3樓部分,"('25.012076', '121.515201')"
