,id,Locate,Price_Plus,Price_Negative
461,884F,桃園市,222.08182722050373,216.60279014933195
462,884H,新竹市,218.10257641509403,201.18431132747577
463,884J,臺中市,228.51610269099893,220.16549240869904
464,884L,臺北市,0.0,0.0
465,8880,臺北市,207.21310498059026,196.2199108683661
466,8881,高雄市,220.98145550418923,219.8205954698284
467,8882,臺中市,229.00961686746967,216.84436094674555
468,8883,臺北市,220.98295091514166,217.62189312673812
469,8884,臺南市,223.0185973173516,222.1386365254539
470,8885,桃園市,217.53640315052482,210.1792104341739
471,8886,新北市,234.05364466583669,234.06374464668082
472,8887,臺北市,227.6704335775094,221.97874176381143
473,8888,臺北市,253.78844661190968,246.2647652479159
474,888A,臺北市,220.51243210211845,216.8331317908731
475,888K,新北市,223.5909761961063,215.3660974025973
476,888Q,臺北市,0.0,0.0
477,8890,臺北市,212.064085121341,216.41102051094614
478,8900,臺北市,214.95893905966574,220.71815604505883
479,8960,臺北市,215.87585620681938,202.934827026552
480,9100,臺北市,222.16086246197213,219.12843119204814
481,9101,臺北市,229.1748222370488,222.0226580839712
482,9103,臺北市,213.72986220472433,215.52201045189062
483,9105,高雄市,208.64902935420744,195.41544244843664
484,9108,新北市,219.75708236994203,211.95907318536294
485,910D,臺北市,246.8979473444267,188.74314498223802
486,9131,臺中市,204.73957387160087,200.3276186034113
487,9134,臺南市,216.6024082880435,204.87266371681417
488,9135,新竹市,207.82972269807294,201.4036407377708
489,9136,臺北市,227.88200673904907,211.65341406973184
490,9137,臺北市,210.65169127516785,203.363428290766
491,9138,臺中市,196.60986202365314,191.53365773809526
492,913D,臺中市,223.53994252873542,210.0379531410918
493,913E,基隆市,220.5323648208468,214.99183177022297
494,913H,屏東縣,210.43914910858996,197.51336023240825
495,913I,臺北市,216.18672666666663,205.79689545676612
496,913N,新北市,223.58544036697262,200.1857230559343
497,913R,高雄市,231.93421184510257,226.68614050689195
498,913U,臺中市,228.81235625909756,225.50727877838705
499,913Y,臺北市,217.006292430951,209.0998119285122
500,913g,新北市,210.85803097345138,212.9294863336475
501,9183,高雄市,222.1021118784529,209.69155516111434
502,9184,臺中市,215.3282915582881,209.40280637575142
503,9185,臺南市,252.70272783505143,240.00464650955993
504,9186,新竹市,185.28265489566618,203.0191805752293
505,9187,彰化縣,207.94548110426143,202.20453154735787
506,9188,高雄市,219.26558963238338,211.12231171548117
507,9189,桃園市,207.70296333783187,198.984243009775
508,918A,桃園市,224.0439117647061,215.50878155048076
509,918B,新北市,207.36802110389604,199.9845717005077
510,918C,臺北市,231.52526634918846,200.32980318329626
511,918D,臺南市,222.83948098141713,220.33718444376515
512,918E,臺北市,199.84967760982528,192.18161175874314
513,918F,新北市,195.57301195652175,198.65980020080326
514,918G,新北市,212.69320326958643,218.22202527543755
515,918H,臺北市,229.32553952321194,224.5813496325609
516,918J,新北市,213.16054315196996,209.0638196659786
517,918K,臺北市,210.51794253125686,204.32785765124558
518,918L,臺中市,219.03794176706836,215.55898835920195
519,918M,嘉義市,220.17644853442377,214.5488231185611
520,918P,臺北市,199.45048289564616,194.62415635960863
521,918W,臺北市,218.95623079671327,197.39152306874087
522,918X,臺北市,251.35200639488446,235.95920647149455
523,918c,高雄市,231.52526634918846,200.32980318329626
524,918d,臺北市,222.83948098141713,220.33718444376515
525,918e,臺北市,199.84967760982528,192.18161175874314
526,918g,臺中市,212.69320326958643,218.22202527543755
527,918i,苗栗縣,216.0262575410859,206.07276646447127
528,918s,新北市,218.81392382104008,201.15740648379045
529,918u,高雄市,220.8137465599198,216.02264988998894
530,918x,臺北市,251.35200639488446,235.95920647149455
531,918z,宜蘭縣,215.10592027559065,212.9023786407766
