stockiid,Booling,Booling_trade,追隨外資,forei_trade,追隨投信,invers_trade,KD 交叉,KD_trade,MACD 交叉,MACD_trade,均線交叉,MA_trade,type,Price
9904,-0.0742,31,-3.09,146,-0.51,123,0.32,50,0.03,16,0.02,43,其他,TW
9905,0.0433,19,-0.54,164,0.00,0,0.30,44,0.03,18,0.19,42,其他,TW
9907,-1.0619,33,-5.81,179,-0.12,2,0.26,47,-0.30,13,-0.48,36,其他,TW
9910,0.1413,28,1.69,195,-1.63,92,0.56,48,0.01,12,0.56,48,其他,TW
9911,0.6799,13,-1.41,212,0.07,2,0.93,50,0.05,14,0.43,46,其他,TW
9914,0.7947,29,-1.46,134,4.40,115,1.29,43,0.20,16,0.02,39,其他,TW
9917,0.4302,24,0.06,123,-2.80,36,0.16,48,0.14,20,0.13,50,其他,TW
9919,0.3664,28,-1.73,108,0.00,0,0.50,50,0.19,16,1.15,39,其他,TW
9921,0.3938,25,-4.91,140,11.47,58,0.58,45,-0.19,15,1.08,43,其他,TW
9924,0.3172,31,-1.43,110,-0.25,6,0.43,54,-0.09,17,0.12,43,其他,TW
9925,-0.0629,30,-0.74,158,0.00,0,0.13,56,0.04,15,0.11,46,其他,TW
9927,-0.2976,21,-0.34,88,0.01,2,0.20,49,0.05,18,0.33,44,其他,TW
9928,0.0778,22,0.00,0,0.00,0,0.10,42,-0.37,18,0.41,47,其他,TW
9929,0.2113,26,-0.10,14,0.00,0,0.44,50,-0.18,16,0.79,54,其他,TW
9930,-0.4472,28,-1.59,128,0.00,0,0.19,46,-0.30,17,-0.05,44,其他,TW
9933,-1.338,26,-1.01,100,-1.57,37,0.52,46,-0.18,13,-0.25,45,其他,TW
9934,0.1074,22,5.15,175,-0.94,10,0.62,45,-0.09,16,0.00,47,其他,TW
9935,-2.1258,28,-0.93,83,0.00,0,1.98,50,0.59,14,0.41,44,其他,TW
9938,0.1033,16,0.92,125,-0.46,85,1.46,46,-0.29,17,-0.83,42,其他,TW
9939,0.5914,23,-0.52,232,0.35,19,0.56,45,0.18,16,0.04,43,其他,TW
9940,-1.49,26,-0.45,233,-0.13,3,0.66,49,-0.10,17,0.07,46,其他,TW
9941,-0.7894,21,1.34,189,1.44,38,0.93,49,0.06,14,0.49,37,其他,TW
9942,0.0102,24,0.61,59,-0.02,11,0.28,48,-0.08,17,0.06,49,其他,TW
9944,1.1169,38,3.00,29,0.00,0,0.75,48,-0.02,17,0.44,37,其他,TW
9945,1.649,23,11.70,194,-0.16,11,1.02,46,0.30,14,0.06,40,其他,TW
9955,1.5812,25,0.69,63,0.00,0,1.25,47,0.44,17,-0.23,36,其他,TW
1584,-0.4117,36,1.88,72,0.00,0,0.70,46,-0.15,17,-0.63,40,其他,TWO
2221,0.6752,21,8.32,98,0.00,0,1.50,48,-0.09,20,0.73,46,其他,TWO
2640,-0.2452,16,4.28,134,9.61,25,0.78,46,0.10,15,0.20,39,其他,TWO
3284,-0.2813,36,1.52,22,0.00,0,0.42,48,-0.14,16,-0.16,43,其他,TWO
4430,0.687,25,-0.11,32,0.00,0,0.93,51,0.46,16,0.04,48,其他,TWO
4529,-1.3767,39,1.28,95,0.00,0,0.17,51,-0.49,15,-0.09,42,其他,TWO
4541,1.2876,28,0.43,75,0.00,1,0.61,46,-0.06,19,0.34,44,其他,TWO
4556,0.501,22,0.07,2,0.00,0,0.61,51,0.20,14,0.46,46,其他,TWO
4950,-1.3656,42,0.30,6,0.00,0,-0.29,46,-0.69,15,-0.19,36,其他,TWO
5276,-2.2461,31,0.00,2,0.00,0,-0.16,44,-0.81,15,0.04,47,其他,TWO
5306,0.0696,25,5.98,208,0.31,21,0.82,51,-0.40,15,-0.03,37,其他,TWO
5398,1.0209,41,-0.10,9,0.00,0,-0.14,54,-0.10,15,-0.07,40,其他,TWO
5530,0.0901,26,0.50,171,0.06,5,0.56,49,0.19,17,0.27,50,其他,TWO
6179,-1.8999,42,-0.51,31,-0.76,4,0.19,45,-0.29,15,-0.12,43,其他,TWO
6199,1.3338,24,0.00,1,0.00,0,0.54,37,-0.05,14,-0.04,33,其他,TWO
6236,4.825,28,0.48,2,0.00,0,1.50,33,-0.54,10,0.08,29,其他,TWO
6616,-3.1783,24,0.46,2,0.00,0,0.85,33,0.11,7,0.87,31,其他,TWO
6624,-2.1169,12,-0.11,2,0.00,0,0.12,16,0.01,5,-0.24,14,其他,TWO
6629,0.2152,7,0.00,4,0.00,0,0.54,12,0.04,3,0.09,10,其他,TWO
6803,0.436,16,0.49,118,0.00,7,0.49,47,0.24,15,0.36,38,其他,TWO
8342,0.4455,20,0.00,2,0.00,0,0.35,31,0.06,10,0.40,34,其他,TWO
8390,0.6881,22,0.46,99,0.00,0,1.21,49,0.28,17,0.72,44,其他,TWO
8401,1.0712,35,-0.23,18,0.00,0,0.52,52,-0.11,14,0.28,43,其他,TWO
8418,0.4209,27,2.70,68,0.00,0,0.60,60,-0.38,16,1.15,55,其他,TWO
8420,0.6224,35,-0.06,7,0.00,0,0.89,42,0.04,16,0.04,37,其他,TWO
8421,-3.6261,46,-0.94,34,0.00,0,0.42,53,-0.23,14,-0.41,43,其他,TWO
8423,0.5464,22,0.00,0,0.00,0,-0.09,57,-0.11,17,1.08,55,其他,TWO
8426,-0.4739,27,-5.98,19,0.00,0,-0.25,47,-0.49,14,-0.48,47,其他,TWO
8435,0.1277,26,-0.31,30,0.00,0,0.45,50,0.23,18,0.15,46,其他,TWO
8437,0.2253,16,5.41,197,-0.10,3,0.66,47,0.23,16,0.28,46,其他,TWO
8440,0.3139,22,0.01,6,0.00,0,0.05,30,0.03,9,-0.29,33,其他,TWO
8444,1.0644,41,0.76,48,-0.52,14,0.25,44,-0.41,16,-0.70,35,其他,TWO
8476,-1.7197,25,-2.16,31,0.00,0,0.65,46,-0.61,11,-0.97,39,其他,TWO
8905,0.4503,23,-0.21,77,0.00,0,0.49,52,0.25,17,0.17,35,其他,TWO
8906,2.1875,16,0.13,3,0.00,0,0.29,46,1.02,15,1.04,51,其他,TWO
8916,0.2787,21,-4.97,137,-1.69,24,0.30,45,-0.14,17,0.28,48,其他,TWO
8921,0.5028,12,0.00,0,0.00,0,-0.09,18,0.07,6,0.76,24,其他,TWO
8924,0.0881,24,1.57,110,1.16,8,2.43,51,-0.37,14,0.49,48,其他,TWO
8928,1.1972,30,1.18,45,0.00,9,1.05,45,0.36,12,0.22,43,其他,TWO
8929,0.4207,30,2.39,61,0.00,0,0.21,53,0.60,16,0.86,52,其他,TWO
8932,3.0561,34,-0.34,9,0.00,0,1.78,50,1.24,19,1.00,45,其他,TWO
8933,2.3627,28,13.03,119,0.00,0,1.94,46,0.63,17,0.32,40,其他,TWO
8934,-1.3725,19,0.00,0,0.00,0,1.44,39,-0.27,10,1.02,37,其他,TWO
8935,0.988,31,0.45,7,0.00,0,0.69,52,0.21,15,1.01,48,其他,TWO
8936,0.9575,23,1.25,222,-0.18,1,1.02,46,0.54,17,0.20,43,其他,TWO
8937,0.9289,24,-0.01,8,0.00,0,0.65,54,0.16,17,0.71,44,其他,TWO
8938,1.0168,25,5.40,201,-1.21,20,0.88,44,0.34,15,0.54,48,其他,TWO
8942,-0.5541,28,-2.02,173,4.82,34,0.13,46,-0.23,14,0.20,47,其他,TWO
2312,0.8312,26,-0.17,217,-0.07,2,0.63,46,-0.01,15,0.11,45,其他電子業,TW
2317,-0.4353,20,7.98,180,3.81,152,0.54,40,0.00,17,0.11,46,其他電子業,TW
2354,-0.4366,27,-2.22,131,-0.57,44,0.14,46,-0.30,18,-0.04,43,其他電子業,TW
2359,0.7868,17,0.47,172,0.00,2,1.18,48,0.28,16,0.65,47,其他電子業,TW
2360,2.0433,17,-2.71,213,-0.56,71,0.93,53,0.54,18,1.38,49,其他電子業,TW
2373,0.3814,21,5.09,173,-0.43,15,0.84,47,0.11,16,0.30,43,其他電子業,TW
2390,0.7492,29,-2.85,168,0.00,0,1.13,44,0.24,17,0.33,51,其他電子業,TW
2404,1.3541,14,8.53,157,2.70,30,1.66,50,0.42,15,0.53,44,其他電子業,TW
2423,-0.1406,21,0.32,127,0.00,0,0.76,51,0.03,14,0.55,45,其他電子業,TW
2433,0.4577,21,-0.09,99,0.00,0,0.37,47,0.09,12,0.15,40,其他電子業,TW
2461,-2.2711,26,-4.11,155,0.00,0,1.11,49,0.15,15,-0.09,40,其他電子業,TW
2464,0.6617,34,0.23,176,-0.11,10,0.45,49,0.11,12,0.29,43,其他電子業,TW
2474,-0.2243,19,-0.44,164,-1.01,220,1.19,46,0.33,15,-0.11,38,其他電子業,TW
2477,-0.209,19,-1.57,121,-0.03,1,0.67,48,-0.06,16,0.70,49,其他電子業,TW
2482,0.6302,34,0.24,48,0.00,0,0.51,53,0.07,15,0.21,48,其他電子業,TW
2488,-0.4006,24,-2.08,151,0.27,5,0.99,45,-0.33,16,0.16,50,其他電子業,TW
2495,-0.2169,30,-3.22,146,0.00,0,0.42,50,-0.01,15,0.02,41,其他電子業,TW
3018,-3.6653,25,-0.11,105,0.11,1,1.25,47,-0.13,17,0.03,43,其他電子業,TW
3030,-0.4315,20,3.92,150,0.45,13,0.97,50,-0.13,14,0.14,43,其他電子業,TW
3043,2.7962,34,0.00,0,0.00,0,0.04,47,0.06,19,1.12,46,其他電子業,TW
3305,-0.5202,28,-1.65,91,0.00,0,-0.11,57,-0.27,16,0.06,52,其他電子業,TW
3450,-0.0308,24,0.46,107,0.11,69,0.57,43,-0.32,17,-0.03,48,其他電子業,TW
3518,2.2284,23,1.25,137,0.00,0,2.17,49,-0.12,15,0.75,43,其他電子業,TW
3617,0.0205,22,-0.92,138,0.54,12,0.86,43,0.32,18,0.01,48,其他電子業,TW
3665,1.4324,24,2.80,134,-0.82,144,1.16,45,0.14,15,0.74,44,其他電子業,TW
5225,-0.7861,22,-0.54,39,0.00,0,0.94,48,-0.32,15,0.08,44,其他電子業,TW
6139,0.7655,24,-3.78,212,0.00,0,0.64,49,-0.09,15,0.50,48,其他電子業,TW
6192,1.1764,28,0.43,335,-0.05,2,0.63,47,0.54,12,0.07,40,其他電子業,TW
6196,0.674,22,4.99,172,-0.01,18,2.02,47,0.43,15,0.04,39,其他電子業,TW
6201,0.3538,27,-1.02,46,0.00,0,0.48,54,0.14,14,-0.10,42,其他電子業,TW
6215,0.3269,24,-0.71,112,0.00,0,0.92,42,0.32,15,1.29,49,其他電子業,TW
6283,2.4651,24,5.01,138,-0.31,14,2.22,46,-0.83,17,0.23,47,其他電子業,TW
6409,1.2508,19,9.52,374,1.24,6,0.89,49,0.63,16,0.61,43,其他電子業,TW
6558,0.8479,9,-3.16,33,3.71,20,0.81,24,-0.23,6,0.23,22,其他電子業,TW
6698,0.1068,4,0.64,12,-1.95,12,0.10,4,-0.13,2,-0.28,5,其他電子業,TW
8021,0.7749,26,1.89,160,0.00,1,0.70,46,-0.18,14,0.03,39,其他電子業,TW
8201,-1.106,34,-0.06,67,0.00,0,1.15,51,-0.07,15,0.44,40,其他電子業,TW
1785,1.245,17,2.27,148,0.00,1,1.17,45,0.64,17,0.75,43,其他電子業,TWO
3067,0.0364,20,-0.51,8,0.00,0,1.16,46,-0.37,17,0.64,47,其他電子業,TWO
3093,1.1504,31,0.00,0,0.00,0,0.34,42,0.06,18,0.33,43,其他電子業,TWO
3131,-0.167,30,2.23,124,-1.13,16,1.14,50,-0.14,13,0.69,43,其他電子業,TWO
3285,0.1491,25,-0.22,44,0.00,0,0.58,48,0.15,17,0.58,41,其他電子業,TWO
3289,-1.6916,20,-0.70,135,0.14,17,0.78,47,0.04,18,0.36,47,其他電子業,TWO
3303,0.8053,27,2.09,88,0.00,1,0.51,51,0.30,14,0.47,49,其他電子業,TWO
3324,1.8875,29,7.23,108,21.76,110,1.48,46,0.12,14,0.41,39,其他電子業,TWO
3373,-0.5175,28,0.48,14,0.00,0,1.18,46,-0.05,16,1.01,42,其他電子業,TWO
3402,0.6365,20,3.42,133,0.00,0,0.53,47,0.32,17,0.32,45,其他電子業,TWO
3498,0.6524,29,0.37,169,0.00,0,0.15,46,0.09,17,0.39,46,其他電子業,TWO
3508,0.8836,24,14.45,129,0.00,2,1.49,49,0.48,14,0.65,46,其他電子業,TWO
3541,-3.6392,35,0.09,168,0.35,14,0.60,50,-0.16,14,-0.16,45,其他電子業,TWO
3551,0.3623,22,-2.29,117,1.02,6,1.46,50,0.07,15,0.15,44,其他電子業,TWO
3552,0.8225,27,-2.35,118,-0.46,6,0.95,49,0.06,15,0.08,48,其他電子業,TWO
3580,1.4166,30,1.32,111,-0.59,2,2.09,48,0.99,16,0.58,40,其他電子業,TWO
3587,-0.3634,24,0.24,145,0.25,24,1.67,47,-0.40,13,0.78,49,其他電子業,TWO
3628,-0.6006,25,-0.40,10,0.00,0,0.49,53,-0.36,14,0.07,47,其他電子業,TWO
3642,0.8597,35,-1.13,42,0.00,0,0.40,50,-0.25,16,0.41,51,其他電子業,TWO
3663,0.7904,23,0.90,31,0.00,0,1.02,46,0.61,17,0.11,42,其他電子業,TWO
4554,-0.8964,39,-0.17,9,0.00,0,0.95,49,-0.81,14,-0.64,37,其他電子業,TWO
4760,1.0333,10,3.72,20,0.00,0,1.97,17,0.60,5,0.08,11,其他電子業,TWO
5205,0.2288,13,0.00,0,0.00,0,0.19,20,1.00,6,0.16,17,其他電子業,TWO
5383,-0.0466,24,-0.10,22,0.00,0,2.87,43,0.49,15,0.61,48,其他電子業,TWO
5452,-0.022,26,-3.66,47,0.00,0,0.40,48,-0.38,15,-0.26,46,其他電子業,TWO
5489,-0.0072,31,-0.02,42,0.00,0,0.29,47,-0.13,18,-0.09,40,其他電子業,TWO
5493,0.6298,24,1.29,32,0.00,0,0.39,58,0.08,15,0.21,55,其他電子業,TWO
5536,0.7453,15,17.55,189,-0.08,4,1.28,53,0.54,16,0.77,43,其他電子業,TWO
6146,0.6448,23,-2.57,222,5.10,39,0.70,49,0.37,14,-0.14,40,其他電子業,TWO
6151,0.1333,24,-0.69,70,0.00,0,0.14,44,-0.23,15,-0.12,38,其他電子業,TWO
6187,-0.1062,24,3.64,131,1.03,38,0.63,49,-0.01,16,-0.03,43,其他電子業,TWO
6238,1.8618,24,-2.75,146,3.22,57,1.51,45,-0.16,16,0.15,47,其他電子業,TWO
6247,0.3491,28,0.00,0,0.00,0,0.90,44,-0.10,15,0.79,49,其他電子業,TWO
6275,0.92,21,2.50,138,0.00,0,1.02,49,-0.01,16,0.65,47,其他電子業,TWO
6438,-0.5776,23,11.89,147,-1.62,18,1.06,44,-0.54,13,0.54,38,其他電子業,TWO
6512,-0.8679,33,-0.51,4,0.00,0,0.19,44,-0.24,14,-0.13,44,其他電子業,TWO
6613,0.4603,14,-3.21,77,0.00,0,0.46,32,0.10,11,0.21,33,其他電子業,TWO
6654,0.7488,10,0.56,28,0.00,0,0.37,21,-0.25,4,-0.24,19,其他電子業,TWO
6667,0.9529,10,4.21,22,0.00,0,0.67,25,0.46,7,0.25,19,其他電子業,TWO
8047,0.9471,28,0.00,0,0.00,0,0.40,50,0.33,15,0.67,50,其他電子業,TWO
8085,0.6092,28,-1.17,57,0.00,0,0.79,47,-0.08,15,1.16,44,其他電子業,TWO
8092,0.9239,34,0.00,0,0.00,0,1.01,50,0.23,16,1.14,44,其他電子業,TWO
8183,2.5939,21,6.41,124,-1.22,7,1.12,50,-0.25,14,1.15,51,其他電子業,TWO
8383,0.6264,30,-3.39,187,-0.46,26,0.51,50,0.25,15,-0.12,47,其他電子業,TWO
8431,-1.0208,25,8.34,130,2.64,8,1.80,50,-0.13,15,0.09,48,其他電子業,TWO
8455,-0.481,36,-0.50,5,0.00,0,0.71,49,-0.18,14,0.82,48,其他電子業,TWO
2616,0.3504,21,-1.67,155,0.00,0,0.22,46,0.06,17,0.17,39,油電燃氣業,TW
6505,0.7319,25,1.11,103,-0.46,125,0.62,53,-0.19,16,0.44,54,油電燃氣業,TW
8926,0.579,14,-1.74,225,0.24,22,0.70,49,0.31,15,0.43,46,油電燃氣業,TW
9908,0.3458,12,0.54,114,0.00,0,0.30,50,0.13,13,0.12,39,油電燃氣業,TW
9918,0.394,15,-0.09,12,0.00,0,0.11,50,0.15,14,0.38,41,油電燃氣業,TW
9926,0.2316,15,-0.60,24,0.00,0,0.22,51,0.13,16,0.29,45,油電燃氣業,TW
9931,0.3744,10,-0.16,14,0.00,0,0.18,42,0.20,17,0.33,41,油電燃氣業,TW
9937,0.2806,16,1.89,149,0.00,0,0.20,56,0.08,15,0.14,53,油電燃氣業,TW
8908,0.3517,20,0.00,1,0.00,0,0.68,41,0.14,13,0.34,41,油電燃氣業,TWO
8917,0.0875,11,0.00,0,0.00,0,0.28,33,-0.04,10,0.40,25,油電燃氣業,TWO
8927,0.095,21,1.11,5,0.00,0,0.64,53,0.06,19,0.74,48,油電燃氣業,TWO
8931,0.2236,29,0.00,0,0.00,0,0.55,51,0.22,12,0.32,40,油電燃氣業,TWO
2801,0.5977,23,-0.05,168,-7.23,88,0.54,51,0.25,18,0.27,40,金融保險業,TW
2809,0.1407,19,-0.05,132,-2.06,38,0.76,51,0.18,13,0.29,46,金融保險業,TW
2812,0.2655,8,-2.37,238,-0.31,29,0.44,52,0.19,17,0.31,33,金融保險業,TW
2816,0.9355,21,-0.87,179,0.00,0,0.83,43,0.10,18,0.56,45,金融保險業,TW
2820,0.2191,19,2.12,167,0.07,5,0.19,48,0.16,15,0.14,33,金融保險業,TW
2823,0.279,24,-1.71,116,-14.05,87,0.56,49,-0.03,15,-0.23,40,金融保險業,TW
2832,-0.0013,17,-0.49,116,0.00,1,0.19,55,-0.08,15,0.15,42,金融保險業,TW
2834,0.1642,16,2.49,152,-4.96,56,0.60,51,-0.11,15,0.10,35,金融保險業,TW
2836,0.5197,18,-3.12,277,0.00,0,0.33,46,0.13,18,0.26,44,金融保險業,TW
2838,0.4762,19,0.22,198,0.97,11,0.44,51,0.17,16,0.07,31,金融保險業,TW
2845,0.2268,16,2.06,215,-0.97,48,0.51,54,-0.16,13,0.20,35,金融保險業,TW
2849,0.4355,21,-0.41,79,0.00,0,0.54,57,0.22,19,0.20,38,金融保險業,TW
2850,0.2096,20,-1.79,214,0.00,1,0.51,46,0.15,16,0.27,43,金融保險業,TW
2851,-0.0837,14,-0.54,132,0.00,1,0.54,53,0.11,16,0.13,40,金融保險業,TW
2852,1.6777,23,-1.69,136,0.00,0,0.51,45,0.31,20,0.33,38,金融保險業,TW
2855,0.8406,23,-3.02,240,0.31,7,0.74,50,0.25,16,0.48,43,金融保險業,TW
2867,-0.2781,31,-2.46,186,-1.22,13,0.22,52,0.01,17,0.29,36,金融保險業,TW
2880,0.2514,20,-0.64,217,-7.57,97,0.45,43,0.13,14,0.29,42,金融保險業,TW
2881,0.1776,14,-1.27,169,-1.22,122,0.31,44,-0.17,17,0.15,47,金融保險業,TW
2882,0.1475,22,-1.90,146,-8.13,134,0.38,47,-0.09,16,0.12,42,金融保險業,TW
2883,0.8257,17,-0.10,198,-6.83,125,0.40,46,0.11,16,0.17,41,金融保險業,TW
2884,0.7736,13,0.33,106,-1.33,130,0.78,48,0.54,15,0.20,41,金融保險業,TW
2885,0.584,16,1.35,206,-1.87,104,0.53,48,0.46,19,0.47,42,金融保險業,TW
2886,0.4453,12,-0.08,137,-3.18,134,0.62,45,0.36,15,0.21,45,金融保險業,TW
2887,0.0816,21,-0.00,179,-9.83,109,0.40,55,0.34,18,0.19,31,金融保險業,TW
2888,0.4391,24,2.94,159,-5.39,68,0.29,48,-0.03,17,0.20,50,金融保險業,TW
2889,0.2969,12,0.44,255,-0.24,13,0.55,50,0.18,15,0.12,35,金融保險業,TW
2890,0.5284,18,0.09,192,1.32,96,0.72,44,0.10,15,0.13,38,金融保險業,TW
2891,0.4615,11,-0.69,193,-2.28,140,0.63,44,0.35,19,0.19,44,金融保險業,TW
2892,0.4758,13,-0.19,196,-3.79,111,0.53,49,0.36,14,0.04,33,金融保險業,TW
2897,0.5444,35,-2.59,177,0.19,11,0.11,41,-0.21,16,-0.09,42,金融保險業,TW
5876,-0.1292,7,1.32,229,0.33,59,0.36,21,0.07,7,0.29,19,金融保險業,TW
5880,0.6789,14,2.09,208,-2.23,109,0.53,43,0.38,14,0.19,37,金融保險業,TW
6005,0.4775,19,-1.07,237,-0.69,46,0.43,47,-0.08,15,0.06,38,金融保險業,TW
6024,-0.2511,18,-1.10,91,-2.00,13,0.51,36,-0.02,11,-0.04,35,金融保險業,TW
5820,0.6051,20,0.03,177,-0.64,10,0.74,48,0.44,17,0.23,43,金融業,TWO
5864,0.3819,15,-0.01,15,0.00,0,0.61,31,0.02,10,-0.30,22,金融業,TWO
5878,-0.2892,22,0.00,1,0.00,0,0.17,46,-0.00,14,0.23,42,金融業,TWO
6015,-0.0489,24,2.71,100,0.00,0,0.44,50,-0.14,18,0.09,44,金融業,TWO
6016,0.4794,26,0.07,143,0.00,0,0.48,48,0.13,18,0.44,45,金融業,TWO
6020,0.1786,21,0.00,0,0.00,0,0.17,44,0.01,19,0.34,36,金融業,TWO
6021,0.83,17,14.05,165,0.00,0,0.93,54,0.42,21,0.60,46,金融業,TWO
6023,0.4418,17,0.75,124,-0.32,7,0.33,50,-0.02,13,0.38,40,金融業,TWO
6026,-0.4471,23,2.68,109,0.00,0,0.58,46,-0.45,16,0.50,44,金融業,TWO
1316,0.0623,26,0.96,136,0.00,0,0.95,44,-0.43,15,0.43,48,建材營造,TW
1436,0.4312,26,-1.14,29,0.00,0,0.53,51,-0.05,17,0.36,55,建材營造,TW
1438,-0.0542,10,1.96,17,0.00,0,1.55,53,0.36,17,1.03,52,建材營造,TW
1442,0.1622,24,-7.84,180,0.00,0,0.56,47,-0.19,17,0.00,38,建材營造,TW
1805,2.2095,39,-0.03,33,0.00,0,0.73,52,0.08,12,0.86,35,建材營造,TW
1808,-0.0564,22,5.33,188,0.57,2,1.04,48,0.09,15,0.16,39,建材營造,TW
2501,0.6283,23,-1.27,200,0.12,26,0.86,46,0.18,14,0.02,41,建材營造,TW
2504,0.8241,20,0.94,160,0.00,5,0.96,52,0.01,15,0.41,45,建材營造,TW
2505,2.3025,20,3.53,133,0.00,0,1.30,50,0.38,18,0.43,37,建材營造,TW
2506,-0.1646,29,-0.42,64,0.00,0,0.31,55,-0.11,15,0.10,33,建材營造,TW
2509,0.6986,27,-0.65,72,0.02,1,0.83,48,0.28,16,0.43,45,建材營造,TW
2511,0.3299,25,0.89,195,0.06,2,0.51,49,0.11,17,0.12,34,建材營造,TW
2515,0.52,22,1.65,193,0.00,2,0.79,44,0.37,16,0.44,46,建材營造,TW
2516,-0.5166,28,0.26,92,0.00,0,0.48,45,-0.27,19,-0.35,36,建材營造,TW
2520,0.9944,27,6.84,164,0.32,41,1.55,49,0.26,15,-0.17,44,建材營造,TW
2524,0.9407,29,1.88,101,0.00,0,0.78,44,0.27,15,0.51,46,建材營造,TW
2527,0.6304,25,-0.01,134,0.03,1,0.93,48,-0.03,19,-0.09,38,建材營造,TW
2528,-0.5079,25,-0.42,56,0.00,0,1.76,51,0.85,12,0.66,42,建材營造,TW
2530,0.3082,15,3.49,113,0.00,0,0.27,52,0.24,19,0.57,46,建材營造,TW
2534,-1.1867,23,-2.09,163,0.03,1,0.72,51,-0.15,12,0.37,47,建材營造,TW
2535,-0.2833,17,-2.45,132,1.47,11,0.77,45,0.18,15,-0.02,36,建材營造,TW
2536,0.61,27,0.21,67,-0.36,8,0.66,51,0.33,19,0.32,42,建材營造,TW
2537,1.0388,19,0.38,121,0.00,0,0.91,47,-0.14,16,-0.04,40,建材營造,TW
2538,0.767,24,1.04,191,0.00,0,0.28,52,0.07,15,0.39,40,建材營造,TW
2539,0.1096,11,0.45,82,0.00,0,0.40,47,0.12,14,0.35,52,建材營造,TW
2540,1.2264,26,1.29,26,0.00,0,0.58,50,0.44,14,0.06,41,建材營造,TW
2542,-0.4664,25,-2.32,133,-0.90,27,0.36,51,0.01,16,0.11,47,建材營造,TW
2543,-0.6231,40,-0.01,18,0.00,0,-0.29,53,-0.12,15,0.62,65,建材營造,TW
2545,0.8257,24,-0.85,125,0.00,0,0.75,46,0.03,16,0.02,36,建材營造,TW
2546,0.5023,11,0.99,141,0.00,0,0.87,51,0.26,15,0.23,40,建材營造,TW
2547,-0.6654,30,5.73,233,0.00,0,0.51,50,-0.16,15,0.23,43,建材營造,TW
2548,0.4039,14,1.52,181,-0.18,69,0.82,49,0.25,17,0.40,43,建材營造,TW
2597,0.3522,20,3.40,97,0.00,0,0.88,45,0.22,17,0.33,45,建材營造,TW
2841,-0.0235,33,1.77,181,0.00,0,0.37,50,-0.24,17,-0.12,42,建材營造,TW
2923,0.3117,19,-2.59,62,0.00,2,1.02,50,0.54,18,0.92,46,建材營造,TW
3052,0.9839,32,1.13,92,0.00,0,0.78,52,-0.16,13,0.44,49,建材營造,TW
3056,0.4069,23,-1.03,132,1.32,2,1.12,51,0.45,13,0.00,38,建材營造,TW
3266,0.1019,23,1.53,111,0.00,0,0.37,53,-0.08,18,0.51,42,建材營造,TW
3703,0.1747,21,0.70,134,0.00,2,0.56,44,0.26,13,0.37,42,建材營造,TW
5515,1.1167,26,2.57,113,0.00,0,0.96,50,0.42,14,-0.01,31,建材營造,TW
5519,0.6021,23,-0.78,112,0.00,0,0.93,51,0.10,14,0.28,40,建材營造,TW
5521,0.7167,25,3.71,204,0.00,0,1.07,47,-0.60,13,0.67,40,建材營造,TW
5522,1.1525,27,-3.00,134,1.01,7,0.93,49,0.11,15,0.24,47,建材營造,TW
5525,0.2049,19,2.25,133,0.00,0,0.91,48,0.08,16,-0.06,36,建材營造,TW
5531,2.3513,30,-5.34,232,0.00,0,0.74,52,0.14,17,-0.02,39,建材營造,TW
5533,0.2873,29,0.55,146,0.00,0,0.09,59,0.04,18,0.25,46,建材營造,TW
5534,0.7876,25,-2.88,144,0.22,41,0.62,45,0.12,14,0.12,46,建材營造,TW
6177,1.2721,25,3.94,176,0.00,0,1.02,49,0.74,16,0.03,41,建材營造,TW
9906,1.5661,30,4.51,58,0.00,0,1.25,47,0.36,14,0.40,43,建材營造,TW
9946,0.7406,22,3.63,112,0.00,0,1.30,45,-0.10,15,0.71,42,建材營造,TW
2596,0.0566,20,-1.46,61,0.00,0,0.50,49,-0.33,17,0.25,37,建材營造,TWO
3188,-0.5654,35,0.46,27,0.00,0,0.65,44,-0.42,16,0.39,44,建材營造,TWO
3489,1.0347,25,0.23,12,0.00,0,0.83,51,0.11,14,0.35,46,建材營造,TWO
4113,0.7512,26,2.10,143,0.00,0,0.43,50,0.10,16,0.81,43,建材營造,TWO
4416,-0.0467,20,0.00,0,0.00,0,0.34,32,-0.02,10,0.19,34,建材營造,TWO
4907,-0.2505,23,-0.18,36,0.00,0,1.69,46,-0.18,15,1.06,48,建材營造,TWO
5206,0.7459,12,6.51,87,0.00,0,0.77,53,0.29,19,0.90,48,建材營造,TWO
5213,0.3721,22,2.78,109,0.00,0,0.64,54,0.34,15,0.63,46,建材營造,TWO
5324,-0.6474,37,-0.16,17,0.00,0,0.54,58,-0.44,17,0.34,43,建材營造,TWO
5455,0.6113,9,0.00,0,0.00,0,2.04,33,-0.26,10,1.29,31,建材營造,TWO
5508,0.4151,16,4.38,138,0.00,0,0.45,49,0.14,17,0.33,38,建材營造,TWO
5511,1.1249,19,0.62,105,0.00,0,0.68,48,0.50,16,0.52,45,建材營造,TWO
5512,0.9112,15,5.09,197,0.00,0,0.80,46,0.04,15,0.11,48,建材營造,TWO
5514,0.8256,25,0.03,3,0.00,0,0.85,48,0.14,16,0.58,44,建材營造,TWO
5516,2.0242,23,0.00,0,0.00,0,0.80,48,0.27,16,0.48,53,建材營造,TWO
5520,0.6153,23,0.00,1,0.00,0,0.12,55,0.11,16,0.65,56,建材營造,TWO
