,Booling,,發繦戈,,發繦щ獺,,KD ユ,,MACD ユ,,А絬ユ,
布絏,厨筍瞯,ユΩ计,厨筍瞯,ユΩ计,厨筍瞯,ユΩ计,厨筍瞯,ユΩ计,厨筍瞯,ユΩ计,厨筍瞯,ユΩ计
3338,89.11%,26,461.26%,108,349.73%,38,269.94%,44,81.81%,17,64.85%,44
3346,58.70%,26,-469.72%,135,-99.13%,24,39.83%,56,-0.35%,17,3.66%,45
3356,-85.75%,34,-209.91%,155,0.00%,0,128.47%,44,25.00%,17,-40.04%,43
3376,42.66%,22,-208.65%,188,78.87%,95,73.56%,47,46.97%,14,64.04%,50
3380,-46.12%,23,677.46%,121,-60.60%,8,123.87%,52,33.59%,17,30.58%,41
3383,52.50%,39,1366.04%,12,0.00%,0,365.80%,47,21.72%,13,43.97%,46
3406,10.14%,26,803.83%,88,-210.37%,96,348.62%,45,77.11%,15,1.98%,42
3413,49.16%,17,771.84%,181,685.58%,81,335.36%,47,51.46%,18,-4.51%,42
3416,31.30%,25,-126.91%,142,0.00%,0,21.94%,49,5.76%,11,1.27%,37
3419,92.54%,29,285.43%,118,-8.24%,1,76.84%,47,-14.93%,17,15.87%,43
3432,144.99%,28,117.97%,87,0.00%,0,139.53%,48,35.88%,16,30.16%,39
3437,16.23%,25,155.62%,169,2.04%,1,135.95%,52,87.76%,17,54.27%,46
3443,149.56%,17,316.52%,146,598.05%,170,301.67%,46,53.46%,20,124.45%,51
3450,-3.08%,24,46.04%,107,10.57%,69,57.03%,43,-32.11%,17,-2.86%,48
3454,-141.97%,30,103.63%,122,-60.72%,12,96.74%,52,27.89%,15,18.42%,45
3481,148.75%,26,-471.15%,138,154.24%,94,83.53%,47,12.18%,18,-61.44%,44
3494,-108.36%,33,37.34%,122,0.00%,0,-11.41%,47,-51.12%,13,4.21%,47
3501,12.82%,30,-54.08%,144,10.06%,3,47.05%,49,-13.66%,13,0.23%,42
3504,64.70%,30,1663.87%,140,0.00%,8,208.11%,49,85.29%,15,109.01%,48
3515,229.52%,20,78.67%,137,696.30%,35,214.68%,44,131.56%,17,101.40%,48
3518,222.84%,23,125.19%,137,0.00%,0,217.46%,49,-12.45%,15,74.97%,43
3528,85.46%,23,-35.46%,63,0.00%,0,42.04%,44,36.83%,17,48.31%,46
3530,110.39%,15,-179.43%,44,0.00%,0,147.12%,25,80.13%,9,-14.15%,27
3532,303.45%,26,1162.33%,150,-189.26%,111,263.13%,46,203.23%,17,164.71%,41
3533,275.81%,18,-111.73%,123,1183.35%,191,223.79%,51,47.22%,13,83.09%,43
3535,84.25%,32,-464.76%,137,0.00%,0,105.51%,51,-22.96%,16,132.34%,51
3536,-393.18%,35,-150.42%,67,0.00%,0,30.71%,47,-137.74%,11,-17.48%,43
3543,0.00%,1,-18.14%,2,0.00%,0,-4.88%,1,0.00%,0,-3.90%,3
3545,36.47%,30,-270.37%,158,131.82%,29,111.54%,49,40.67%,16,76.78%,50
3550,-81.15%,26,35.67%,94,0.00%,0,88.38%,48,-7.33%,16,-48.04%,45
3557,489.93%,18,356.71%,58,0.00%,0,277.75%,53,106.60%,14,346.89%,51
3563,63.85%,7,-85.77%,33,-409.92%,18,46.46%,19,-19.94%,6,-11.55%,16
3576,43.82%,35,-553.77%,188,0.00%,8,73.39%,46,-26.55%,14,-3.67%,42
3583,71.92%,26,23.10%,149,268.73%,42,114.36%,47,-7.53%,16,24.53%,43
3588,137.09%,20,807.70%,160,0.00%,0,74.78%,43,6.31%,19,67.30%,48
3591,152.70%,22,441.89%,126,0.00%,0,48.83%,47,-15.91%,16,7.16%,42
3593,500.03%,41,31.64%,30,0.00%,0,93.73%,38,38.55%,14,75.52%,46
3596,111.01%,28,564.59%,124,590.06%,46,153.83%,45,-1.09%,16,19.60%,43
3605,88.40%,19,202.44%,162,-11.46%,2,74.49%,49,-12.28%,14,-3.43%,43
3607,182.68%,32,-767.77%,113,0.00%,0,63.32%,47,-21.52%,17,-2.00%,47
3617,2.05%,22,-92.34%,138,53.82%,12,85.57%,43,32.43%,18,0.75%,48
3622,128.46%,22,58.61%,169,0.00%,0,116.57%,45,51.51%,15,76.55%,37
3645,185.97%,27,948.97%,161,-306.41%,38,179.58%,49,44.33%,13,4.02%,39
3653,256.41%,19,274.10%,126,818.69%,129,298.64%,44,160.21%,14,113.41%,47
3661,138.48%,14,311.88%,81,988.84%,106,280.67%,52,23.02%,16,200.75%,46
3665,143.24%,24,280.16%,134,-82.08%,144,116.43%,45,14.31%,15,74.09%,44
3669,61.36%,29,603.37%,32,0.00%,36,120.03%,51,49.51%,16,58.15%,45
3673,81.09%,31,-185.80%,159,-421.35%,32,58.80%,51,0.06%,14,38.39%,51
3679,11.93%,29,-141.96%,56,0.00%,0,63.26%,48,28.20%,14,60.43%,49
3682,39.50%,28,-245.04%,166,0.00%,3,61.11%,45,-8.24%,15,43.49%,41
3686,1.29%,34,855.53%,115,0.00%,0,240.71%,43,-39.64%,14,143.99%,44
3694,187.46%,24,-4.35%,183,0.00%,0,165.41%,47,-8.50%,15,75.88%,48
3698,132.80%,23,196.20%,181,0.00%,0,102.71%,46,41.21%,15,105.59%,46
3701,841.52%,26,-79.14%,22,0.00%,0,119.34%,47,126.66%,15,189.19%,54
3702,31.06%,21,-601.99%,178,104.30%,53,54.69%,46,19.12%,17,5.88%,36
3703,17.47%,21,70.07%,134,0.00%,2,56.30%,44,26.26%,13,37.02%,42
3704,0.92%,31,-280.25%,140,98.95%,10,120.16%,51,-20.02%,16,0.63%,46
3705,35.72%,18,-262.04%,237,0.00%,0,17.94%,50,-13.70%,15,13.83%,51
3706,110.70%,26,-526.61%,160,-515.05%,59,88.67%,47,24.88%,16,-2.83%,42
3708,352.85%,30,484.06%,211,-148.50%,23,250.50%,40,31.43%,16,-40.99%,41
3711,67.51%,16,-193.91%,86,-128.67%,111,54.76%,31,-9.14%,8,-15.43%,23
3712,-37.51%,12,81.52%,60,0.00%,0,35.87%,26,-25.51%,6,-29.50%,16
4104,12.99%,17,-6.30%,196,0.00%,0,49.47%,53,14.12%,18,15.94%,44
4106,95.36%,24,357.62%,115,0.00%,0,57.09%,53,4.16%,17,53.51%,47
4108,-8.57%,30,-201.16%,186,0.00%,0,82.93%,55,16.62%,18,5.10%,40
4119,79.81%,17,-240.41%,154,106.03%,29,136.24%,50,21.57%,16,43.06%,44
4133,172.75%,34,-662.33%,107,0.00%,0,117.59%,44,46.15%,15,-0.54%,40
4137,126.58%,26,991.00%,121,265.95%,36,125.95%,47,-3.61%,14,35.10%,47
4141,37.32%,34,-347.46%,132,0.00%,0,36.87%,46,2.59%,17,-48.01%,43
4142,60.39%,18,246.45%,158,26.00%,1,187.98%,45,67.78%,17,52.12%,46
4144,-30.08%,27,127.60%,98,0.00%,0,26.69%,46,-14.62%,14,-15.01%,43
4148,-11.98%,21,-508.98%,104,154.00%,24,39.02%,40,-79.61%,11,55.86%,37
4155,100.91%,18,15.91%,46,0.00%,0,44.41%,36,9.57%,10,38.22%,35
4164,9.57%,24,223.58%,110,0.00%,1,64.57%,52,-12.42%,13,-3.58%,44
4190,71.87%,34,430.48%,105,166.54%,37,158.92%,52,-76.42%,12,27.49%,44
4306,-29.23%,29,-229.97%,146,0.00%,0,35.70%,49,0.65%,17,10.27%,38
4414,18.19%,27,-1198.86%,174,0.00%,0,24.23%,46,75.40%,21,15.52%,41
4426,-24.37%,38,341.70%,117,0.00%,0,87.29%,47,-72.75%,11,-42.21%,46
4438,-110.07%,28,-252.61%,220,-270.99%,42,24.45%,52,-31.35%,12,-10.32%,44
4439,-38.93%,4,0.00%,6,0.00%,0,6.45%,6,0.00%,0,9.13%,7
4526,-194.39%,29,-81.71%,169,0.00%,0,48.92%,50,-48.78%,18,7.17%,51
4532,-95.33%,25,-99.28%,115,-36.42%,16,8.03%,47,-58.20%,16,-19.70%,47
4536,2.54%,31,135.47%,125,419.47%,28,81.59%,49,-24.93%,13,-20.31%,40
4540,82.60%,8,-322.29%,68,-84.43%,5,104.09%,21,55.68%,8,-50.02%,24
4545,265.02%,39,-528.22%,93,0.00%,0,60.50%,53,31.43%,13,-36.71%,43
4551,-87.90%,25,-204.35%,179,226.84%,95,152.74%,51,33.26%,17,90.57%,43
4552,20.42%,28,-124.69%,144,-181.79%,21,57.71%,44,-47.07%,16,-26.63%,48
4555,-141.21%,34,-77.25%,20,0.00%,1,50.68%,54,-38.12%,18,31.67%,51
4557,46.20%,23,-43.33%,77,135.50%,16,65.94%,51,-13.50%,15,-22.26%,40
4560,10.78%,24,74.80%,126,-3.11%,17,91.39%,41,-19.07%,14,57.56%,37
4562,-382.95%,40,-128.53%,18,0.00%,0,-18.79%,44,-71.46%,14,11.59%,34
4564,-263.31%,15,19.81%,40,23.57%,9,-7.70%,15,-27.77%,5,-27.16%,15
4566,-199.32%,23,-87.79%,33,0.00%,0,34.71%,34,-42.94%,7,2.06%,28
4571,-153.06%,12,184.78%,43,0.00%,0,8.26%,9,-15.31%,2,-22.21%,6
4572,-223.13%,9,-61.24%,23,0.00%,0,-11.78%,10,9.87%,2,-16.18%,10
4576,43.13%,4,230.06%,19,0.00%,3,45.55%,10,-20.65%,3,-14.47%,10
4581,0.00%,0,12.81%,3,0.00%,0,21.64%,3,0.00%,0,35.74%,4
4720,22.18%,38,215.80%,19,0.00%,0,77.06%,50,19.41%,17,63.68%,45
4722,-8.87%,29,-19.43%,117,-2.81%,2,31.71%,49,-23.87%,13,0.84%,45
4725,49.89%,29,-480.25%,119,-14.01%,9,133.59%,44,-55.04%,16,-37.12%,41
4737,6.90%,28,200.37%,67,0.00%,0,62.80%,49,-11.54%,13,44.71%,44
4739,145.80%,26,-118.05%,114,-23.82%,17,116.42%,37,-47.14%,14,14.76%,32
4746,-26.92%,27,-585.08%,161,-239.91%,17,89.09%,41,-21.38%,16,-8.63%,48
4755,18.46%,17,272.77%,66,-38.74%,8,82.66%,46,16.83%,14,17.00%,41
4763,-97.74%,18,-924.93%,155,-21.57%,25,63.63%,50,38.36%,17,28.52%,42
4764,64.85%,13,153.22%,74,-30.12%,2,23.08%,34,23.67%,11,-1.89%,33
4766,3.79%,7,-378.09%,72,160.02%,28,74.22%,20,43.01%,7,15.61%,19
4807,54.21%,22,136.55%,50,-138.73%,8,53.01%,36,23.38%,14,-6.77%,39
4904,-5.78%,29,-27.04%,83,27.72%,101,21.38%,49,13.38%,14,9.77%,47
4906,25.50%,22,973.94%,167,-1.71%,12,98.68%,51,21.69%,15,12.76%,43
4912,-152.79%,24,229.13%,118,-40.06%,3,190.64%,46,-26.62%,12,129.81%,42
4915,132.31%,29,712.55%,126,111.23%,58,131.57%,47,-24.91%,16,73.79%,45
4916,36.29%,23,-304.92%,159,0.00%,0,76.82%,49,-19.24%,15,62.22%,53
4919,163.02%,27,-39.37%,114,94.52%,53,146.11%,43,14.08%,16,30.34%,43
4927,138.55%,22,671.26%,149,531.39%,82,68.04%,52,47.64%,13,60.84%,43
4930,116.22%,41,9.90%,43,0.00%,0,48.10%,42,-27.59%,14,-6.25%,31
4934,-4.20%,30,272.95%,156,0.00%,1,291.06%,44,111.19%,18,-5.26%,43
4935,45.15%,18,505.63%,130,-698.49%,58,157.91%,42,53.59%,15,22.27%,43
4938,5.87%,29,994.22%,151,327.89%,151,80.39%,42,-20.68%,16,-6.16%,48
4942,4.94%,27,-48.11%,129,0.00%,0,78.14%,53,19.84%,15,66.14%,48
4943,62.99%,20,329.70%,76,1757.60%,117,247.96%,46,55.12%,19,38.67%,45
4952,-0.31%,22,120.36%,137,-11.45%,1,41.08%,49,-20.39%,15,25.41%,50
4956,27.84%,20,-120.15%,151,0.00%,0,74.75%,49,23.42%,16,135.51%,49
4958,112.87%,19,520.82%,188,114.74%,121,118.74%,48,84.75%,14,46.10%,40
4960,219.97%,30,-367.70%,120,0.00%,3,187.43%,41,18.24%,15,-75.08%,41
4961,-33.75%,9,-236.45%,78,0.14%,2,34.45%,22,-27.12%,7,60.88%,24
4967,80.16%,7,111.60%,52,0.00%,0,121.66%,16,27.95%,5,66.16%,16
4968,-4.73%,25,328.58%,105,2151.31%,108,219.21%,49,23.38%,14,18.78%,40
4976,68.19%,23,-397.74%,107,0.00%,1,138.51%,48,12.52%,14,70.73%,44
4977,184.61%,21,406.96%,107,78.28%,42,147.51%,47,82.46%,16,58.51%,44
4989,82.51%,19,-95.24%,47,0.00%,0,26.94%,31,-11.22%,6,28.40%,25
4994,89.83%,27,-421.10%,155,0.00%,0,115.58%,51,-14.93%,15,2.73%,48
4999,6.49%,28,-247.58%,180,0.00%,0,39.19%,45,-10.00%,14,-8.77%,45
5007,54.71%,29,-124.14%,121,-7.56%,8,58.43%,49,0.03%,18,-0.78%,45
5203,106.38%,20,103.89%,138,12.88%,3,140.82%,42,85.66%,16,41.03%,41
5215,-73.20%,25,258.35%,75,299.82%,19,128.63%,45,9.28%,15,123.29%,46
5225,-78.61%,22,-54.05%,39,0.00%,0,93.99%,48,-31.90%,15,8.01%,44
5234,120.88%,23,659.89%,159,39.54%,27,100.92%,48,-12.22%,13,122.33%,42
5243,7.42%,22,-20.64%,194,-54.85%,11,61.91%,45,-24.43%,14,47.93%,43
5258,83.11%,34,-109.80%,67,-13.26%,1,185.05%,43,-1.10%,19,29.20%,43
5264,185.47%,26,64.84%,120,285.00%,36,56.71%,48,53.09%,14,60.20%,49
5269,215.58%,20,926.68%,168,538.26%,138,172.70%,56,78.72%,17,123.69%,43
5283,10.86%,7,-47.80%,49,0.00%,3,14.94%,13,-7.39%,2,3.94%,11
5284,-43.09%,28,4.30%,32,2.35%,10,27.45%,46,-36.99%,13,-3.17%,37
5285,91.07%,19,1128.37%,198,148.88%,4,47.23%,51,13.39%,16,48.29%,48
5288,-0.82%,17,-308.38%,151,243.41%,34,109.80%,49,18.91%,19,11.34%,45
5305,78.21%,22,499.39%,186,8.26%,20,121.34%,42,37.06%,13,76.92%,47
5388,-80.45%,24,-398.44%,144,127.18%,67,37.98%,46,10.43%,15,45.46%,55
5434,85.99%,22,687.26%,199,26.06%,57,52.14%,43,-19.55%,16,-7.14%,45
5469,133.24%,20,689.45%,91,-86.88%,22,164.89%,51,-6.35%,18,93.05%,48
5471,66.21%,28,222.09%,202,4.31%,4,112.46%,50,24.40%,16,49.62%,43
5484,234.49%,35,131.86%,13,0.00%,0,178.75%,46,45.30%,17,39.21%,45
5515,111.67%,26,257.15%,113,0.00%,0,95.99%,50,42.27%,14,-1.17%,31
5519,60.21%,23,-78.13%,112,0.00%,0,92.76%,51,9.63%,14,27.52%,40
5521,71.67%,25,370.99%,204,0.00%,0,107.31%,47,-60.08%,13,67.13%,40
5522,115.25%,27,-300.49%,134,101.42%,7,93.45%,49,10.77%,15,23.75%,47
5525,20.49%,19,225.33%,133,0.00%,0,90.69%,48,8.38%,16,-6.42%,36
5531,235.13%,30,-533.71%,232,0.00%,0,73.79%,52,13.81%,17,-2.29%,39
5533,28.73%,29,54.75%,146,0.00%,0,9.28%,59,4.11%,18,24.82%,46
5534,78.76%,25,-287.81%,144,21.57%,41,61.87%,45,11.52%,14,12.13%,46
5538,-8.36%,34,-9.63%,26,-16.55%,3,1.33%,48,-7.26%,15,45.63%,55
5607,72.30%,21,130.56%,138,0.00%,0,117.95%,48,2.68%,16,47.66%,44
5608,-79.83%,25,-199.95%,148,0.00%,0,77.78%,46,12.94%,17,-17.39%,46
5706,20.43%,21,-28.25%,41,0.00%,0,68.92%,44,-1.39%,11,18.78%,42
5871,70.08%,19,1337.00%,251,255.35%,133,94.58%,51,17.16%,16,28.06%,43
5876,-12.92%,7,132.00%,229,32.99%,59,36.42%,21,6.59%,7,29.37%,19
5880,67.89%,14,208.56%,208,-222.72%,109,53.24%,43,38.21%,14,18.75%,37
5906,-2.44%,24,-61.02%,20,0.00%,0,231.10%,48,79.17%,17,231.37%,45
5907,66.41%,32,554.61%,137,-102.35%,18,87.24%,49,-35.49%,15,68.10%,50
6005,47.75%,19,-107.08%,237,-69.40%,46,43.18%,47,-7.82%,15,6.18%,38
6024,-25.11%,18,-110.44%,91,-199.80%,13,50.80%,36,-1.57%,11,-4.37%,35
6108,9.05%,28,136.82%,158,0.00%,1,32.59%,51,-0.84%,17,49.15%,53
6112,21.79%,16,676.11%,171,0.00%,1,37.64%,51,8.21%,17,42.56%,48
6115,33.23%,12,-51.72%,135,0.00%,0,31.39%,50,2.73%,17,12.69%,45
6116,75.59%,27,286.86%,133,-53.21%,4,63.13%,42,38.28%,17,1.88%,40
6117,48.35%,25,-114.38%,15,0.00%,0,95.13%,58,15.22%,11,45.10%,47
6120,328.78%,28,846.00%,188,-488.15%,12,229.74%,42,-16.58%,14,-19.31%,42
6128,-68.08%,29,-124.52%,116,0.00%,1,36.46%,45,-33.72%,16,6.35%,44
6131,-305.06%,20,108.25%,72,0.00%,0,83.11%,36,3.81%,13,-55.60%,31
6133,66.52%,28,-85.87%,18,0.00%,0,48.54%,55,-14.34%,19,18.39%,48
6136,-33.45%,26,332.73%,120,0.00%,0,20.20%,48,-20.18%,15,13.04%,41
6139,76.55%,24,-378.28%,212,0.00%,0,64.27%,49,-8.84%,15,49.74%,48
6141,94.45%,26,217.42%,127,131.54%,13,113.99%,49,3.37%,15,30.09%,45
6142,99.19%,24,144.46%,153,0.00%,0,152.36%,40,4.70%,13,19.60%,42
6152,108.79%,26,-141.27%,82,0.00%,0,53.95%,44,-4.26%,16,11.63%,45
6153,84.34%,23,-426.20%,110,330.26%,67,172.48%,46,83.82%,16,41.30%,37
6155,17.02%,17,155.30%,117,0.00%,0,66.30%,47,96.64%,19,95.84%,45
6164,-49.16%,32,-55.55%,52,0.00%,0,-11.75%,51,-64.86%,13,-18.82%,44
6165,297.93%,34,-245.34%,83,0.00%,0,188.07%,48,15.95%,15,-43.86%,42
6166,27.00%,31,-139.62%,175,75.83%,10,93.06%,48,-32.99%,17,56.96%,50
6168,13.79%,20,35.24%,149,-7.67%,2,88.85%,48,55.13%,14,112.20%,48
6172,217.41%,17,-25.88%,37,0.00%,0,138.50%,52,60.27%,18,211.05%,55
6176,115.56%,21,411.09%,156,389.13%,77,115.00%,53,8.85%,15,46.69%,49
6177,127.21%,25,393.75%,176,0.00%,0,101.75%,49,74.21%,16,3.39%,41
6183,48.40%,14,-64.92%,85,0.00%,0,60.33%,55,60.03%,18,61.84%,49
6184,18.23%,24,544.59%,140,0.00%,0,47.65%,47,37.95%,16,23.86%,49
6189,18.41%,21,-18.52%,143,0.00%,0,36.25%,44,-3.12%,13,26.80%,40
6191,101.05%,25,-4.19%,139,6.64%,1,72.55%,49,14.56%,19,42.57%,41
6192,117.64%,28,42.95%,335,-4.66%,2,62.82%,47,54.25%,12,6.73%,40
6196,67.40%,22,499.26%,172,-0.87%,18,201.53%,47,42.92%,15,4.04%,39
6197,155.32%,28,203.38%,157,-32.32%,2,145.90%,44,30.03%,15,5.12%,44
6201,35.38%,27,-101.95%,46,0.00%,0,48.17%,54,14.07%,14,-10.22%,42
6202,89.98%,26,128.04%,227,9.36%,5,87.99%,53,16.70%,16,53.83%,47
6205,-143.62%,36,-336.47%,66,0.00%,0,22.10%,52,-34.08%,13,-1.72%,41
6206,-138.09%,28,363.43%,188,-26.94%,6,-0.51%,50,-3.73%,13,-13.28%,45
6209,247.30%,23,605.27%,121,0.00%,0,180.17%,48,50.26%,13,42.64%,44
6213,246.24%,18,352.45%,125,-21.18%,142,219.69%,46,14.82%,17,92.98%,48
6214,44.39%,15,170.80%,164,108.45%,4,42.78%,46,28.71%,17,34.33%,45
6215,32.69%,24,-71.21%,112,0.00%,0,92.13%,42,31.96%,15,129.14%,49
6216,29.10%,26,-80.20%,104,0.00%,0,23.24%,50,-14.96%,18,14.66%,42
6224,63.37%,12,230.53%,183,-12.02%,2,72.81%,48,26.39%,19,47.71%,45
6225,117.54%,27,0.00%,0,0.00%,0,139.03%,58,43.94%,14,146.50%,48
6226,61.13%,29,150.10%,131,0.00%,2,51.39%,51,32.62%,20,71.00%,44
6230,353.73%,27,-154.56%,124,-206.65%,69,170.27%,40,114.83%,20,15.69%,42
6235,149.41%,22,-239.84%,149,0.00%,0,87.23%,44,25.74%,18,6.14%,40
6239,83.36%,14,370.58%,155,-145.78%,100,106.75%,45,30.84%,18,9.82%,42
6243,70.56%,34,-469.44%,96,0.00%,0,51.74%,52,-21.28%,13,91.26%,46
6251,111.55%,25,44.05%,162,12.80%,4,129.28%,41,26.99%,16,97.63%,50
6257,53.19%,17,-129.77%,159,-8.01%,23,82.53%,51,53.32%,15,52.12%,45
6269,83.37%,20,-532.05%,131,-201.68%,158,68.17%,51,52.88%,17,108.70%,50
6271,104.20%,19,-163.81%,130,130.73%,149,105.71%,45,57.27%,18,123.94%,46
6277,12.30%,23,-131.84%,226,9.43%,1,24.09%,51,2.08%,16,10.28%,45
6278,219.94%,23,218.55%,181,-89.32%,106,186.23%,53,110.31%,16,125.22%,47
6281,12.62%,15,-2.73%,113,0.00%,1,21.17%,54,2.05%,17,27.39%,38
6282,49.52%,22,-559.29%,183,0.00%,0,36.92%,50,12.15%,16,21.42%,44
6283,246.51%,24,501.22%,138,-31.13%,14,222.31%,46,-82.77%,17,22.82%,47
6285,104.53%,27,68.75%,139,-75.90%,95,25.01%,51,-16.59%,14,-8.81%,48
6288,-4.95%,13,71.02%,71,-118.87%,5,122.66%,28,-18.63%,8,-33.54%,21
6289,-207.80%,28,0.00%,0,0.00%,0,289.83%,47,-119.42%,16,133.64%,50
6405,34.20%,22,-154.05%,30,0.00%,0,102.34%,50,-12.22%,20,33.35%,46
6409,125.08%,19,951.64%,374,123.66%,6,89.21%,49,63.14%,16,61.23%,43
6412,198.75%,29,-576.95%,188,97.37%,27,115.14%,42,35.95%,14,38.24%,46
6414,11.09%,27,-320.63%,107,102.18%,56,144.14%,45,-4.82%,17,-50.08%,39
6415,205.55%,19,-1495.80%,275,618.28%,95,176.59%,59,41.83%,15,143.62%,46
6416,-42.07%,12,-173.24%,74,-95.83%,31,78.63%,28,23.42%,9,28.60%,26
6431,156.69%,23,654.87%,65,0.00%,0,137.90%,44,55.02%,17,83.38%,37
6442,90.31%,25,-408.30%,126,0.00%,0,35.58%,44,-0.66%,16,-3.79%,50
6443,189.83%,30,487.09%,153,0.00%,0,144.56%,48,48.00%,20,-1.97%,43
6449,52.45%,17,1089.46%,128,-8.43%,14,71.94%,47,-33.23%,16,29.48%,48
6451,46.12%,22,470.24%,88,186.53%,25,246.51%,47,7.57%,14,52.21%,44
6452,177.21%,22,-1018.25%,107,-583.40%,22,133.89%,42,66.13%,22,-2.64%,48
6456,76.46%,23,-65.45%,125,1090.23%,107,149.67%,53,-4.66%,13,-0.68%,44
6464,23.29%,20,-15.84%,20,0.00%,0,22.38%,44,-4.29%,18,16.82%,34
6477,-50.04%,31,56.78%,95,0.00%,0,99.50%,50,6.69%,12,28.08%,51
6491,-9.43%,5,-92.53%,27,-86.72%,8,19.47%,10,-19.72%,1,-9.16%,8
6504,67.51%,28,241.83%,218,131.96%,26,89.77%,45,44.83%,16,60.41%,38
6505,73.19%,25,110.93%,103,-45.97%,125,61.88%,53,-19.33%,16,43.95%,54
6525,98.26%,28,51.85%,151,330.28%,44,80.16%,45,77.36%,14,36.14%,46
6531,-36.71%,28,902.45%,146,-257.44%,26,333.67%,44,162.55%,14,-10.25%,41
6533,256.87%,20,255.92%,69,0.00%,0,97.07%,45,4.52%,15,97.06%,42
6541,-251.06%,24,489.98%,105,-9.13%,1,32.42%,40,-30.64%,12,30.05%,38
6552,-73.41%,19,-5.55%,88,358.69%,26,153.79%,49,19.61%,13,107.50%,49
6558,84.79%,9,-316.41%,33,370.56%,20,81.45%,24,-23.03%,6,23.14%,22
6573,-43.25%,19,-255.23%,51,0.00%,0,93.04%,37,-3.31%,14,16.40%,39
6579,-31.94%,18,-177.46%,93,0.00%,1,21.52%,42,-24.55%,14,25.57%,38
6581,-305.77%,23,-125.02%,71,-27.50%,1,22.28%,34,-38.37%,6,-3.24%,29
6582,57.73%,20,349.63%,61,0.00%,0,66.32%,41,20.70%,15,-6.48%,35
6591,-103.84%,15,-292.54%,64,0.00%,0,68.55%,32,-43.85%,9,-17.95%,29
6592,40.41%,4,7.04%,18,0.00%,11,18.17%,8,0.00%,0,-10.11%,8
6605,-121.59%,27,632.40%,214,-31.56%,7,8.84%,45,-49.71%,16,31.91%,47
6625,-27.47%,22,-22.77%,12,0.00%,0,4.27%,29,-9.55%,7,19.25%,31
6641,55.28%,13,-14.45%,25,0.00%,0,53.41%,21,-10.52%,6,29.74%,21
6655,-68.59%,14,-98.34%,11,0.00%,0,7.07%,20,-4.64%,5,-33.09%,15
6666,-31.76%,15,-141.96%,59,38.56%,4,53.50%,22,-29.90%,6,-20.03%,18
6668,-5.14%,7,159.26%,33,-16.14%,1,70.23%,18,-6.40%,6,-61.95%,16
6669,52.81%,3,1349.12%,94,181.43%,86,49.26%,19,11.25%,4,64.42%,16
6670,42.23%,6,-129.24%,150,608.95%,42,10.35%,19,-0.14%,6,15.08%,18
6671,-67.97%,17,-30.80%,8,0.00%,0,24.05%,24,-6.00%,4,-12.09%,18
6672,86.74%,6,-37.50%,40,0.00%,0,44.70%,17,12.44%,4,11.91%,16
6674,13.71%,17,-47.66%,10,0.00%,0,49.18%,20,-31.55%,6,-21.99%,22
6698,10.68%,4,64.48%,12,-194.71%,12,9.98%,4,-13.43%,2,-27.51%,5
6706,35.21%,2,-35.59%,10,-88.21%,24,57.94%,5,-15.56%,1,-5.07%,3
6715,104.52%,3,245.09%,20,0.00%,2,35.88%,8,26.70%,1,36.47%,6
8011,63.27%,21,-287.62%,176,0.00%,0,71.77%,45,36.36%,18,46.10%,50
8016,-5.32%,23,513.77%,130,64.99%,85,168.49%,47,-20.99%,11,28.01%,49
8021,77.49%,26,189.36%,160,0.00%,1,69.66%,46,-18.13%,14,2.66%,39
8028,81.57%,14,514.83%,66,233.93%,13,92.48%,24,70.04%,9,11.70%,25
8033,-85.45%,23,58.16%,107,0.00%,0,55.57%,53,57.71%,12,99.96%,50
8039,171.90%,18,-190.90%,186,-63.43%,44,131.08%,47,33.54%,16,36.00%,44
8046,296.41%,24,100.60%,88,-324.57%,112,170.48%,50,145.48%,16,24.54%,44
8070,102.25%,24,97.85%,157,2.13%,2,77.27%,50,45.28%,16,45.38%,39
8072,-1.52%,27,-23.04%,26,0.00%,0,54.06%,48,-18.99%,14,15.00%,47
8081,175.29%,15,-672.38%,225,214.62%,19,117.99%,52,56.71%,15,61.28%,43
8101,335.36%,37,68.43%,35,0.00%,0,65.55%,46,60.29%,19,190.38%,44
8103,3.13%,18,331.41%,122,-47.57%,6,68.93%,48,-25.21%,17,8.74%,40
8104,-63.61%,14,447.99%,52,0.00%,0,12.82%,20,-47.11%,6,14.89%,18
8105,-43.39%,27,-156.85%,174,5.07%,18,97.73%,43,-6.22%,17,16.67%,44
8110,6.79%,26,63.71%,124,-7.32%,2,93.28%,50,-7.90%,16,32.99%,44
8112,105.80%,24,-366.17%,237,100.30%,25,82.82%,48,42.13%,15,15.14%,37
8114,-27.15%,39,-80.45%,121,-47.59%,6,-0.16%,53,-42.60%,19,14.89%,39
8131,68.47%,20,737.47%,160,-62.28%,16,91.37%,51,56.24%,13,7.98%,45
8150,89.93%,30,765.57%,147,51.20%,52,66.59%,51,18.33%,16,36.45%,41
8163,72.97%,19,523.16%,154,-159.50%,39,209.51%,47,-6.99%,14,27.45%,43
8201,-110.60%,34,-6.48%,67,0.00%,0,115.28%,51,-7.04%,15,44.29%,40
8210,70.83%,19,1602.91%,162,222.65%,14,165.77%,49,16.02%,13,11.04%,40
8213,72.96%,15,229.54%,184,-38.33%,3,87.93%,42,7.78%,15,20.36%,42
